#          name  xid     coordra    coorddec    fluxsoft     fluxmed    fluxhard flagcat       hr       chid	flagnew       id    idnew        r        i     knew     ch1new     ch2new     ch3new     ch4new       flux24	zspec  class flagredshift       zphot
#	#	#
XMMC_149.93911+2.17482  122 149.9389300   2.1748860    1.86e-15    2.04e-14    1.32e-14     1     0.37      447 	    1  1667010  1037101    24.76    23.54    21.39      18.34      21.06      29.52      47.26       0.28 	   2.418      2      6     1.03  
XMMC_150.38275+2.55973  123 150.3827900   2.5598210    3.59e-15    7.99e-15   -2.75e-14     1    -0.39     3803 	    1  2293494  1428456    22.82    22.37    21.73      10.88      14.39      21.59      18.71       0.06 	   2.066      1      5     2.09  
XMMC_150.16159+2.33251  124 150.1617800   2.3324030    2.64e-15    9.97e-15   -1.15e-14     1    -0.16      961 	    1  1991032  1239973    24.36    23.55    20.87      18.74      25.12      37.02      60.51       0.30 	 -99.000    -99    -99     1.20  
XMMC_149.70577+2.41973  126 149.7058500   2.4197560    3.20e-14    3.59e-14    2.53e-14     1    -0.63      513 	    1  2088016  1300369    20.87    20.48    19.25     137.38     153.29     180.88     232.04       0.95 	   1.108      1      5     1.11  
XMMC_150.00452+2.38915  127 150.0041900   2.3891680    3.55e-15    9.68e-15   -1.14e-14     1    -0.30      531 	    1  2017051  1256409    23.11    22.57    21.96      10.26      14.66      16.62      22.82       0.09 	   1.848      1      6     1.82  
XMMC_150.19886+2.13256  128 150.1989700   2.1325370    3.63e-15    9.92e-15   -9.01e-15     1    -0.30       47 	    1  1637411  1018336    19.84    19.60    19.00      75.01     103.42     163.83     258.15       0.85 	   2.161      1      2     2.17  
XMMC_150.25325+1.99644  129 150.2534000   1.9966340    8.74e-15    1.24e-14   -7.50e-15     1    -0.55      369 	    1  1225971   760069    22.09    21.42    20.48      39.66      41.30      38.22      46.03       0.17 	   1.170      1      3     1.12  
XMMC_149.93720+2.14934  130 149.9368200   2.1492760    4.21e-15    8.07e-15   -7.88e-15     1    -0.46      332 	    1  1673201  1040407    22.01    20.78    19.81      70.10      54.14      53.31      52.01       0.37 	 -99.000    -99    -99     0.95  
XMMC_149.99193+2.13196  132 149.9917600   2.1319740    3.81e-15    6.80e-15   -8.40e-15     1    -0.48      357 	    1  1677380  1043276    23.49    22.79    21.42      10.72      13.16      18.86      23.26       0.19 	   2.136      1      6     2.13  
XMMC_150.27185+2.22991  133 150.2721400   2.2300950    7.66e-15    1.71e-14    1.03e-14     1    -0.37       31 	    1  1574366   978155    20.84    20.75    20.32      34.10      41.82      69.95     102.15       0.36 	   2.615      1      3     2.61  
XMMC_150.04871+2.32217  134 150.0486900   2.3221420    3.15e-15    6.52e-15   -9.18e-15     1    -0.42      534 	    1  2032236  1266532    22.69    21.35    19.95      32.20      23.43      23.41      20.92     -99.00 	   0.625      2      3     0.60  
XMMC_149.70084+2.40257  135 149.7008700   2.4025890    2.24e-14    9.16e-14    5.46e-14     1    -0.11      417 	    1  2092192  1303611    21.56    20.65    18.81     118.09     144.86     178.99     239.79       1.67 	   0.376      1      5     0.38  
XMMC_149.66706+2.28645  136 149.6667400   2.2864280    7.59e-15    1.83e-14   -1.09e-14     1    -0.35      422 	    1  1719818  1070135    21.80    21.45    20.68      24.69      22.85      26.25      32.94       0.23 	   1.029      1      5     1.06  
XMMC_149.95788+2.00293  137 149.9577100   2.0030920    4.62e-15    6.04e-15   -6.36e-15     1    -0.59      239 	    1  1303544   809155    21.42    21.05    20.69      23.25      33.49      56.63      77.80       0.30 	   1.806      1      5     1.82  
XMMC_150.32975+2.71847  138 150.3297000   2.7185600    4.43e-15    1.12e-14   -2.32e-14     1    -0.32      -99 	    1  2650405  1647644    24.94    23.74    22.41      13.17      20.02      34.95      38.85       0.15 	 -99.000    -99    -99     2.61  
XMMC_150.04199+2.62917  139 150.0418400   2.6294840    9.52e-15    2.22e-14    1.41e-14     1    -0.37     1930 	   10  2753793  1709819    22.18    21.40    20.12      76.26     124.65     192.42     263.00       2.27 	 -99.000    -99    -99     1.55  
XMMC_150.13936+1.87667  141 150.1391200   1.8770000    2.25e-15    8.74e-15   -5.69e-15     1    -0.13      260 	    1   900478   557191    20.95    20.52    19.27     111.22     116.25     150.37     163.37       0.62 	   0.832      1      2     0.83  
XMMC_150.10343+2.55049  142 150.1035700   2.5507780    5.00e-15    9.60e-15   -6.47e-15     1    -0.45      148 	    1  2334489  1453217    22.06    21.05    19.96      31.07      26.58      23.59      23.91     -99.00 	   0.498      2      5     0.72  
XMMC_150.05556+2.44929  143 150.0555400   2.4491620    2.38e-15    1.87e-14    1.20e-14     1     0.21     1309 	    1  2002481  1247330    22.36    20.71    19.08     100.13      65.94      68.90      55.60       0.16 	   0.732      2      3     0.71  
XMMC_149.98174+2.31525  144 149.9815800   2.3150050    3.90e-15    9.82e-15   -9.02e-15     1    -0.34      529 	    1  2033778  1267127    25.09    24.47    21.39      14.05      17.14      18.07      24.38     -99.00 	 -99.000    -99    -99     2.93  
XMMC_150.01998+2.34932  145 150.0198500   2.3491410    3.27e-15    1.76e-14    1.03e-14     1     0.02      532 	    1  2026032  1262516    24.99    24.19    20.69      28.24      35.61      43.70      47.85       0.32 	   1.796      1      6     1.71  
XMMC_149.90993+2.08044  146 149.9095200   2.0805730    5.27e-15    9.82e-15   -1.13e-14     1    -0.47      343 	    1  1284896   797841    20.76    20.22    19.49      62.59      80.50     123.48     231.95       0.83 	   2.791      1      5     2.77  
XMMC_150.22438+2.27051  147 150.2240300   2.2708000    5.32e-15    1.39e-14   -2.38e-14     1    -0.32       23 	    1  1604459   997226    24.32    23.69    20.84      22.56      33.01      58.26     142.89       0.95 	   2.941      2      6     2.93  
XMMC_150.21879+2.27894  148 150.2189484   2.2787130    3.41e-15    6.82e-15   -1.59e-14     1    -0.44      915 	    1  1603412      -99    25.54    25.54    23.94       6.57      10.51      21.83      54.54       0.39 	 -99.000    -99    -99     1.74  
XMMC_150.16826+2.61582  149 150.1681500   2.6156770    5.68e-15   -2.11e-14   -1.90e-14     1    -1.00     3650 	    1  2318803  1443642    18.74    16.91    15.61     918.59     613.08     417.02     227.91     -99.00 	   0.000    -99      5     0.00  
XMMC_150.31421+2.38168  150 150.3142400   2.3816210    2.72e-15    8.77e-15   -2.12e-14     1    -0.21       96 	    1  1940491  1207701    23.62    22.15    20.61      21.40      16.60      16.85      19.60     -99.00 	   0.740      2      5     0.72  
XMMC_150.07349+2.34666  151 150.0737400   2.3468780    1.90e-15    1.74e-14    1.03e-14     1     0.28      959 	   10  1987835  1237430    22.78    21.90    20.87      26.91      30.25      35.58      50.87       0.44 	   0.797      2      5     0.73  
XMMC_150.34971+2.24605  152 150.3499000   2.2461040    9.00e-15    1.69e-14    7.93e-15     1    -0.45       65 	    1  1571020   975078    22.43    21.82    20.48      34.41      34.06      41.68      45.33       0.18 	   0.895      2      5     0.90  
XMMC_150.28498+2.39510  153 150.2848200   2.3950470    6.11e-15    1.09e-14   -1.36e-14     1    -0.48       90 	    1  1937835  1206080    22.08    21.53    20.68      34.74      43.98      52.61      53.43       0.14 	   1.932      1      3     1.95  
XMMC_150.31109+2.41380  154 150.3111800   2.4137300    2.80e-15    8.33e-15   -1.82e-14     1    -0.25       95 	    1  1933595  1202613    23.24    22.72    21.51      28.46      47.23      64.49      82.25       0.33 	 -99.000    -99    -99     0.59  
XMMC_150.44671+2.74959  155 150.4468800   2.7495650    5.49e-15    2.49e-14    1.33e-14     1    -0.05      -99 	    1  2602477  1618223    23.29    21.83    19.84      87.00      78.73      56.18      58.38       0.12 	 -99.000    -99    -99     1.10  
XMMC_150.22745+2.11429  156 150.2275700   2.1145000    4.29e-15    1.09e-14   -1.06e-14     1    -0.34       52 	    1  1199664   742607    24.34    23.66    21.71      14.22      15.59      23.32      23.95       0.23 	 -99.000    -99    -99     1.03  
XMMC_150.13777+2.29175  157 150.1380000   2.2916720    5.66e-15    1.20e-14   -9.27e-15     1    -0.41       88 	    1  1639359  1018836    19.60    18.01    17.90     183.11     150.84     106.80     219.77       0.56 	   0.185      3      5     0.19  
XMMC_150.27411+2.51178  158 150.2743000   2.5114070    1.72e-15    1.07e-14   -2.64e-14     1     0.11      138 	    1  2303499  1434753    22.20    20.64    19.27      79.32      54.62      49.08      40.23       0.28 	   0.703      2      5     0.31  
XMMC_150.07471+2.30203  159 150.0746155   2.3020692    3.05e-15    5.56e-15   -4.52e-15     1    -0.47      960 	    1  1998649  1243762    25.01    25.33    21.33      18.46      25.45      41.40      48.45       0.20 	 -99.000    -99    -99     2.23  
XMMC_150.15806+2.13946  160 150.1583900   2.1396030    2.39e-15    1.02e-14   -1.04e-14     1    -0.09       36 	    1  1636953  1017264    20.73    20.32    19.82      84.95     126.63     188.43     263.83       1.59 	   1.825      1      2     1.86  
XMMC_150.28541+2.01463  161 150.2856300   2.0145880    8.94e-15    1.57e-14   -1.21e-14     1    -0.49      365 	    1  1222247   757726    21.20    21.11    20.68      22.21      27.93      44.69      81.93       0.46 	   2.671      1      5     2.66  
XMMC_150.40155+2.79036  162 150.4015200   2.7908100    6.98e-15    9.96e-15   -1.72e-14     1    -0.57      -99 	    1  2594128  1612341    21.89    21.09    19.65      67.61      55.79      54.30      52.91       0.26 	   0.920      1      3     0.91  
XMMC_150.30977+2.46665  163 150.3098100   2.4666950    4.25e-15    6.04e-15   -1.53e-14     1    -0.55      -99 	    1  2314890  1441007    23.34    22.80    20.77      24.16      25.74      22.89      22.86       0.08 	   1.165      1      3     1.18  
XMMC_150.32715+1.92867  164 150.3272200   1.9285740    1.22e-14    1.74e-14   -1.71e-14     1    -0.56      378 	    1   850011   524243    20.82    20.14    19.40      84.81      94.47     109.99     130.57       0.38 	   0.529      1      2     0.51  
XMMC_150.17991+2.23132  165 150.1800100   2.2312870    4.37e-15    7.89e-15   -5.14e-15     1    -0.47      914 	    1  1613760  1003265    24.18    23.69    22.29       7.65      10.82      21.67      24.45       0.08 	   2.146      1      6     1.83  
XMMC_150.16734+2.79782  166 150.1672700   2.7976870    1.76e-14    2.78e-14   -1.77e-14     1    -0.50      -99 	    1  3061629  1902299    20.91    20.69    19.98      77.30      91.84     106.15     131.37       0.31 	   1.042      1      2     1.07  
XMMC_149.88749+2.11720  167 149.8871500   2.1171820    3.77e-15    7.88e-15   -3.78e-15     1    -0.42      338 	    1  1315911   817241    23.15    22.50    21.67       6.63       7.19       8.13       8.74       0.06 	   2.048      1      6     2.11  
XMMC_150.10405+2.66578  168 150.1037000   2.6657740    8.13e-15    1.38e-14   -9.38e-15     1    -0.49      149 	    1  2704813  1680727    21.22    21.27    20.69      19.86      22.19      20.13      33.87       0.08 	   2.951      1      5     2.92  
XMMC_149.73596+2.02774  169 149.7359000   2.0276290    8.39e-15    1.57e-14   -1.11e-14     1    -0.45      162 	    1  1337115   830908    23.33    22.80    20.47      27.97      34.16      61.58      99.49       0.42 	 -99.000    -99    -99     2.45  
XMMC_149.82205+2.25433  170 149.8219400   2.2546500    4.34e-15    6.98e-15   -3.42e-15     1    -0.51      409 	    1  1687843  1049709    22.04    20.85    19.78      73.59      59.15      51.12      51.72       0.37 	   0.934      2      5     0.87  
XMMC_150.36688+2.30554  171 150.3666700   2.3053800    4.48e-15    7.88e-15   -1.81e-14     1    -0.48     1252 	    1  1958004  1219489    22.91    22.66    20.99      20.54      22.57      23.70      29.21       0.14 	   1.187      1      3     1.22  
XMMC_150.44429+2.36975  172 150.4444100   2.3698320    5.30e-15    6.18e-15   -1.78e-14     1    -0.62      717 	    1  1902834  1186186    22.24    21.39    20.10      44.66      40.86      44.34      49.40       0.23 	   0.891      2      5     0.77  
XMMC_150.01214+2.52599  173 150.0120300   2.5255200    1.47e-15    2.28e-14    1.79e-14     1     0.51      984 	    1  2377398  1480602    23.50    21.77   -99.00      27.29      21.88      26.86      33.01       0.20 	   1.028      2      4     0.91  
XMMC_150.42454+2.82426  174 150.4244900   2.8244010    7.44e-15    1.22e-14   -3.36e-14     1    -0.51      -99 	    1  2984787  1852913    22.60    21.52    19.92      44.60      36.68      38.63      36.30       0.24 	   0.740      2      5     0.83  
XMMC_149.72077+2.34909  175 149.7207200   2.3490210    1.77e-14    2.82e-14    1.32e-14     1    -0.52      434 	    1  2106799  1311111    23.81    22.69    19.93      63.96      79.04      84.34     109.61       0.41 	 -99.000    -99    -99     1.54  
XMMC_150.45412+2.80572  176 150.4541300   2.8060880    5.96e-15    1.42e-14   -4.24e-14     1    -0.36      -99 	    1  2988608  1855586    21.50    21.20    20.88      22.19      29.91      48.10      62.44       0.23 	   1.613      1      2     1.62  
XMMC_149.66821+2.13523  177 149.6680000   2.1353660    8.70e-15    1.29e-14   -7.96e-15     1    -0.54      324 	    1  1757678  1093250    20.14    19.04    18.53      96.92     102.39      86.74     216.17       1.00 	   0.339      2      5     0.26  
XMMC_150.05865+2.47698  178 150.0586900   2.4774260    3.79e-15    1.09e-14   -7.80e-15     1    -0.26      108 	    1  2388542  1487987    20.74    20.48    19.87     106.64     170.36     251.47     372.73       1.34 	   1.253      1      2     1.25  
XMMC_150.23610+2.28905  179 150.2362500   2.2891180    2.83e-15   -1.22e-14   -1.14e-14     1    -0.54       26 	    1  1561491   969546    21.57    21.52    20.89      23.50      31.49      48.38      67.81       0.28 	   2.078      1      5     0.72  
XMMC_150.20888+2.48202  180 150.2088500   2.4819350    2.96e-15   -1.82e-14   -1.88e-14     1    -1.00      113 	    1  2350265  1463661    20.45    20.17    19.73      36.23      41.05      55.67     109.16       0.46 	   3.333      1      5     3.37  
XMMC_150.26748+2.05554  181 150.2674800   2.0556060    5.87e-15    1.18e-14   -1.53e-14     1    -0.43       39 	    1  1212775   751114    25.53    24.93    21.34      19.16      25.63      27.37      28.82       0.24 	 -99.000    -99    -99     1.72  
XMMC_150.32099+2.33297  182 150.3208466   2.3329601    2.89e-15    1.02e-14   -1.98e-14     1    -0.17       97 	    1  1951838  1215214    26.21    25.48    21.29      12.97      17.50      25.47      43.93       0.13 	 -99.000    -99    -99     2.04  
XMMC_150.22402+2.55093  184 150.2239700   2.5507720    3.27e-15   -1.71e-14   -1.87e-14     1    -1.00      126 	    1  2334566  1453559    22.99    22.26    20.52      28.26      23.00      15.96      22.35       0.22 	 -99.000    -99    -99     0.92  
XMMC_149.99532+2.00655  185 149.9952600   2.0066610    5.76e-15    9.66e-15   -7.77e-15     1    -0.50      356 	    1  1302712   808830    22.44    21.90    20.14      40.05      34.93      29.55      30.33       0.15 	 -99.000    -99    -99     1.11  
XMMC_149.89527+2.04712  186 149.8950700   2.0472010    4.27e-15    5.79e-15   -8.85e-15     1    -0.58      340 	    1  1292776   803010    22.59    22.08    20.75      17.66      19.22      25.07      30.15       0.10 	   2.182      1      5     2.22  
XMMC_150.24087+2.65873  187 150.2407800   2.6590580    3.78e-15    8.67e-15   -2.46e-14     1    -0.38      -99 	    1  2665989  1657280    22.66    22.36    21.17      14.25      16.89      16.78      25.61       0.11 	   3.356      1      5     3.30  
XMMC_149.62448+2.18054  188 149.6242200   2.1806590    1.47e-14    2.53e-14   -1.67e-14     1    -0.48      322 	    1  1748144  1085697    20.91    20.66    19.66      93.65     100.97     117.86     152.15       0.61 	   1.188      1      2     1.23  
XMMC_150.12698+2.62645  189 150.1268500   2.6265900    1.20e-14    2.55e-14    1.37e-14     1    -0.40      150 	    1  2674120  1662274    23.42    22.50    21.35      17.05      21.12      25.21      28.76       0.09 	   1.839      1      2     1.54  
XMMC_150.49060+2.63466  191 150.4906500   2.6347370    2.96e-15    2.58e-14    1.29e-14     1     0.27      -99 	    1  2593898  1635188    20.31    19.21    18.51     103.11     100.23      88.90     115.97       0.38 	   0.346      2      5     0.35  
